usuario,genero,minutos_reproducidos
u07273,Comedia,21
u04199,Accion,90
u07376,Accion,177
u05781,Accion,105
u04801,Suspenso,134
u00825,Accion,133
u03806,Comedia,48
u08496,Comedia,50
u06311,Comedia,5
u08686,Comedia,42
u08279,Drama,102
u03298,Accion,83
u06046,Comedia,42
u07090,Accion,10
u06497,Terror,60
u05865,Suspenso,141
u06494,Drama,56
u05635,Accion,136
u03821,Comedia,5
u06914,Comedia,60
u01050,Suspenso,50
u03602,Accion,145
u06466,Documental,124
u06440,Accion,135
u04866,Suspenso,104
u07750,Suspenso,123
u02984,Terror,87
u06329,Accion,175
u08720,Accion,141
u07174,Comedia,31
u00034,Terror,78
u05187,Terror,104
u06399,Terror,96
u07977,Accion,123
u06547,Comedia,12
u00010,Comedia,40
u01728,Accion,125
u07543,Drama,140
u02779,Accion,179
u06733,Terror,134
u03099,Accion,125
u04045,Terror,86
u01177,Accion,133
u04724,Drama,117
u01274,Accion,161
u07055,Comedia,69
u02477,Suspenso,126
u02342,Comedia,5
u04540,Comedia,59
u03143,Comedia,9
u02211,Drama,104
u03415,Terror,85
u07685,Accion,109
u07275,Drama,76
u02028,Comedia,40
u04727,Comedia,5
u04895,Comedia,32
u02000,Terror,63
u04705,Documental,51
u05618,Documental,80
u09217,Terror,99
u01622,Accion,128
u04572,Accion,121
u03012,Terror,106
u06209,Drama,138
u09103,Comedia,59
u07653,Comedia,53
u00615,Terror,91
u04081,Accion,91
u01005,Drama,128
u07704,Comedia,5
u03223,Accion,184
u06143,Romance,104
u09208,Terror,86
u08199,Terror,107
u07684,Terror,91
u07931,Comedia,17
u03766,Accion,100
u04051,Drama,142
u02512,Comedia,8
u03636,Comedia,5
u05714,Terror,85
u02896,Comedia,61
u03906,Documental,71
u01917,Romance,125
u04278,Accion,149
u06573,Accion,95
u06952,Drama,66
u04131,Accion,127
u03864,Comedia,43
u00675,Comedia,95
u01901,Drama,122
u07330,Comedia,59
u07910,Accion,115
u04504,Accion,126
u04100,Comedia,75
u04457,Accion,134
u06066,Suspenso,102
u03038,Documental,76
u00590,Suspenso,114
u05478,Comedia,34
u05748,Comedia,60
u01890,Comedia,55
u02383,Romance,87
u02333,Drama,179
u01060,Terror,54
u03396,Comedia,42
u07631,Accion,91
u00395,Accion,162
u00567,Accion,27
u01073,Comedia,85
u02511,Drama,83
u07481,Accion,151
u06101,Comedia,44
u02403,Drama,116
u06487,Comedia,94
u02103,Comedia,74
u07065,Accion,124
u07142,Comedia,36
u09107,Drama,20
u09304,Comedia,52
u05440,Drama,146
u03462,Terror,77
u03924,Documental,19
u02318,Comedia,14
u05992,Accion,161
u00966,Documental,108
u09342,Comedia,74
u06983,Comedia,111
u02233,Suspenso,54
u08557,Romance,135
u03614,Comedia,44
u01032,Drama,128
u08846,Terror,89
u03796,Drama,125
u03868,Drama,142
u07582,Comedia,45
u04087,Terror,84
u03204,Romance,82
u04419,Suspenso,74
u05002,Suspenso,73
u02150,Accion,95
u04891,Terror,80
u09682,Accion,185
u06219,Suspenso,93
u04840,Comedia,42
u06380,Accion,77
u05389,Terror,97
u04984,Comedia,38
u03639,Drama,203
u09470,Suspenso,59
u04823,Comedia,28
u04425,Comedia,30
u05928,Comedia,36
u02418,Drama,141
u03743,Accion,55
u00259,Suspenso,115
u04473,Suspenso,113
u00145,Romance,64
u06224,Drama,118
u03111,Romance,97
u02754,Accion,103
u00709,Drama,75
u08438,Comedia,49
u04429,Documental,24
u09804,Accion,111
u07571,Comedia,64
u02813,Accion,148
u06120,Comedia,29
u07176,Suspenso,71
u09580,Accion,139
u09927,Drama,78
u00252,Accion,65
u02944,Documental,10
u02006,Accion,134
u06162,Suspenso,140
u03314,Romance,95
u01277,Terror,140
u09220,Comedia,37
u09589,Comedia,83
u01449,Accion,95
u06893,Accion,124
u01203,Romance,103
u08204,Terror,68
u06000,Drama,121
u09509,Documental,10
u08962,Terror,96
u06741,Drama,112
u06439,Drama,145
u09549,Comedia,44
u03184,Suspenso,114
u01974,Drama,67
u02270,Comedia,8
u09229,Accion,122
u05390,Drama,159
u06184,Accion,135
u02553,Accion,121
u09947,Drama,115
u05424,Comedia,56
u04618,Drama,97
u09337,Accion,177
u07478,Suspenso,96
u01699,Accion,161
u02353,Accion,169
u05579,Comedia,58
u06740,Comedia,25
u06706,Terror,81
u06556,Terror,66
u08412,Drama,78
u01633,Drama,74
u06468,Comedia,48
u08803,Comedia,5
u07558,Accion,123
u04230,Accion,71
u04945,Suspenso,133
u03185,Accion,89
u06077,Romance,100
u08625,Accion,114
u06531,Drama,147
u03438,Romance,89
u03106,Comedia,25
u08254,Suspenso,147
u04183,Drama,86
u00891,Comedia,20
u05247,Accion,131
u03922,Accion,115
u09532,Comedia,9
u02861,Romance,67
u02379,Accion,88
u06396,Suspenso,151
u05359,Accion,139
u02083,Suspenso,152
u08970,Accion,67
u07784,Accion,134
u05030,Accion,130
u01407,Suspenso,50
u02758,Drama,127
u09939,Drama,157
u07369,Suspenso,94
u07401,Terror,131
u03568,Accion,134
u05933,Comedia,60
u02125,Comedia,41
u05338,Suspenso,40
u06124,Accion,154
u02422,Accion,120
u00053,Accion,100
u05716,Accion,123
u04354,Accion,104
u01735,Accion,124
u08035,Terror,116
u03467,Accion,141
u00928,Drama,118
u04345,Comedia,45
u06213,Suspenso,71
u07065,Comedia,42
u09639,Documental,40
u02700,Drama,137
u00340,Documental,93
u02422,Drama,108
u04981,Accion,86
u06401,Comedia,31
u02564,Accion,158
u03340,Comedia,31
u04000,Comedia,43
u09573,Accion,127
u04943,Accion,166
u02356,Suspenso,117
u08794,Suspenso,165
u09864,Drama,126
u02780,Drama,71
u05918,Comedia,37
u02539,Drama,105
u08831,Suspenso,123
u02686,Drama,150
u04076,Suspenso,147
u04803,Romance,133
u01375,Documental,117
u07176,Documental,107
u05351,Accion,109
u01727,Drama,116
u08849,Comedia,66
u07793,Terror,95
u07981,Accion,70
u05316,Comedia,73
u07050,Documental,59
u06608,Drama,149
u02963,Accion,91
u08103,Comedia,6
u04914,Comedia,59
u02876,Accion,87
u00580,Accion,177
u08352,Documental,68
u03573,Comedia,57
u09682,Drama,88
u02896,Comedia,84
u00464,Terror,125
u08700,Terror,105
u05784,Romance,72
u09500,Comedia,50
u06295,Documental,82
u01022,Suspenso,72
u02934,Accion,119
u02943,Drama,120
u06357,Comedia,45
u06729,Drama,122
u03394,Comedia,6
u00666,Accion,126
u06332,Terror,67
u03644,Drama,160
u00768,Drama,113
u08576,Comedia,56
u01338,Romance,62
u04398,Accion,164
u04060,Suspenso,123
u09585,Suspenso,117
u02148,Comedia,5
u01412,Accion,105
u06590,Suspenso,112
u04151,Comedia,26
u07664,Drama,143
u06899,Suspenso,65
u02175,Accion,137
u04052,Comedia,49
u03393,Terror,91
u03468,Comedia,37
u09365,Comedia,21
u07571,Terror,99
u08418,Terror,101
u01334,Drama,108
u00419,Comedia,79
u04385,Comedia,19
u05639,Comedia,59
u04969,Accion,139
u02817,Accion,102
u00168,Romance,76
u05010,Accion,127
u09891,Drama,70
u09511,Comedia,49
u03083,Drama,109
u02405,Terror,97
u02179,Suspenso,82
u06460,Accion,94
u04700,Accion,111
u03386,Suspenso,69
u06630,Romance,107
u00111,Accion,89
u05410,Comedia,63
u08439,Romance,53
u05742,Suspenso,58
u01445,Accion,160
u09672,Drama,123
u04221,Comedia,69
u05835,Comedia,41
u02308,Terror,111
u00535,Accion,58
u08272,Accion,116
u04368,Documental,14
u05976,Comedia,27
u03637,Terror,74
u08594,Documental,46
u03125,Accion,61
u00896,Comedia,82
u06372,Accion,106
u06078,Drama,168
u03764,Accion,158
u03897,Romance,67
u02760,Suspenso,46
u02240,Drama,121
u09172,Accion,124
u03095,Comedia,96
u09768,Documental,13
u01360,Comedia,44
u01554,Documental,117
u02536,Suspenso,107
u08179,Drama,136
u09380,Suspenso,99
u04068,Documental,14
u01384,Comedia,27
u07681,Accion,113
u02396,Accion,153
u04862,Drama,139
u03284,Comedia,5
u01909,Comedia,77
u03162,Accion,125
u09230,Accion,131
u00019,Comedia,5
u05202,Accion,33
u05881,Accion,116
u08813,Accion,134
u07687,Accion,139
u05952,Terror,71
u05383,Drama,169
u09706,Terror,138
u02385,Suspenso,60
u02334,Drama,75
u04350,Comedia,67
u02645,Suspenso,128
u07369,Drama,85
u09494,Terror,88
u08830,Comedia,5
u01264,Comedia,5
u00919,Comedia,90
u04916,Comedia,40
u00681,Drama,117
u00473,Comedia,5
u09985,Accion,132
u08033,Terror,42
u07930,Drama,133
u04325,Accion,120
u05959,Accion,136
u03471,Accion,70
u07371,Drama,131
u09900,Accion,93
u04145,Drama,58
u04823,Comedia,63
u05809,Documental,85
u03012,Suspenso,154
u01098,Accion,47
u09642,Terror,107
u07552,Suspenso,123
u08970,Suspenso,97
u09525,Drama,186
u01450,Suspenso,79
u05451,Terror,109
u02900,Drama,205
u04504,Comedia,76
u04167,Accion,92
u05564,Drama,106
u01461,Accion,88
u05382,Accion,107
u09573,Accion,36
u09521,Terror,81
u07711,Terror,94
u06299,Comedia,49
u09332,Comedia,68
u07093,Terror,94
u03123,Accion,167
u01096,Accion,134
u09856,Romance,94
u05032,Documental,58
u09383,Drama,126
u03142,Comedia,21
u05088,Accion,156
u05118,Terror,77
u09379,Comedia,44
u09791,Drama,212
u03359,Romance,83
u06058,Romance,92
u05464,Romance,68
u08898,Accion,114
u03881,Comedia,34
u02890,Terror,100
u09722,Accion,102
u07922,Romance,137
u07639,Drama,93
u07457,Drama,83
u01849,Accion,83
u03577,Accion,128
u09739,Drama,55
u03802,Accion,83
u05870,Suspenso,96
u00345,Accion,88
u02427,Accion,136
u04228,Terror,94
u01235,Accion,98
u04813,Accion,65
u09811,Terror,87
u04173,Terror,56
u09356,Accion,100
u05029,Suspenso,108
u08946,Comedia,34
u01591,Terror,87
u04568,Comedia,53
u03090,Accion,159
u04352,Accion,150
u04455,Documental,65
u06196,Accion,198
u06867,Suspenso,98
u05859,Accion,152
u04129,Comedia,42
u09544,Documental,78
u00436,Accion,126
u07141,Drama,85
u03491,Comedia,65
u04945,Drama,89
u02861,Drama,116
u06724,Accion,77
u01074,Drama,45
u08862,Comedia,54
u05318,Accion,77
u08655,Accion,104
u00377,Terror,76
u02594,Terror,125
u00436,Suspenso,154
u09213,Suspenso,181
u08916,Documental,65
u05392,Accion,107
u02940,Drama,138
u07744,Drama,121
u08183,Drama,116
u03624,Comedia,47
u02208,Accion,133
u05496,Drama,158
u04216,Accion,83
u06492,Accion,107
u02094,Terror,63
u02517,Comedia,28
u02670,Documental,92
u05491,Comedia,21
u05100,Documental,82
u01145,Accion,133
u03009,Accion,96
u01313,Terror,71
u03630,Drama,74
u07506,Drama,82
u06525,Accion,98
u07556,Accion,128
u08050,Accion,91
u09220,Terror,121
u01937,Suspenso,82
u04848,Suspenso,132
u01616,Accion,123
u04297,Terror,72
u06106,Documental,62
u08391,Drama,128
u02121,Comedia,66
u09143,Accion,150
u02736,Comedia,50
u09952,Drama,99
u09649,Comedia,48
u00407,Drama,196
u08987,Terror,80
u01117,Comedia,6
u05784,Accion,145
u01104,Accion,160
u06352,Comedia,44
u04188,Suspenso,110
u02580,Terror,61
u02131,Accion,126
u04867,Drama,203
u03943,Accion,140
u04280,Accion,41
u02713,Terror,99
u00365,Comedia,64
u08388,Accion,168
u05504,Suspenso,94
u03655,Romance,57
u04600,Comedia,72
u05417,Drama,182
u01986,Terror,105
u02568,Accion,122
u04341,Romance,54
u06309,Documental,82
u08154,Drama,123
u04380,Drama,214
u01912,Drama,99
u00711,Suspenso,100
u04091,Drama,42
u05244,Drama,56
u01591,Drama,73
u01341,Drama,150
u00822,Romance,65
u01617,Suspenso,74
u00753,Accion,170
u07038,Comedia,96
u06935,Drama,200
u07986,Suspenso,124
u08523,Comedia,41
u03044,Drama,142
u07372,Comedia,34
u08024,Accion,49
u08859,Documental,51
u03387,Terror,89
u06409,Comedia,90
u07457,Drama,98
u04678,Comedia,49
u08883,Terror,86
u01704,Accion,140
u03078,Documental,61
u06788,Drama,105
u02338,Suspenso,78
u02253,Terror,65
u05679,Suspenso,125
u02952,Suspenso,104
u07816,Accion,99
u09449,Comedia,91
u05834,Drama,80
u08224,Suspenso,15
u08384,Suspenso,67
u04503,Comedia,40
u08025,Terror,113
u05703,Drama,121
u02083,Romance,120
u03970,Suspenso,70
u05340,Accion,121
u05738,Comedia,66
u06120,Comedia,65
u02380,Drama,172
u07164,Accion,130
u09046,Comedia,8
u02057,Romance,45
u06324,Terror,120
u06147,Comedia,84
u09494,Comedia,34
u01828,Terror,100
u04263,Romance,53
u05394,Terror,115
u01617,Documental,113
u08310,Documental,58
u02400,Accion,106
u06797,Accion,182
u09489,Suspenso,95
u00317,Romance,69
u05522,Comedia,59
u01720,Accion,80
u09264,Accion,153
u09232,Accion,59
u09686,Accion,113
u03777,Accion,67
u01307,Accion,95
u02062,Terror,95
u09564,Accion,135
u08559,Suspenso,72
u09844,Suspenso,136
u00736,Drama,105
u03477,Romance,91
u03132,Accion,46
u00867,Accion,121
u08852,Drama,97
u03124,Accion,96
u07318,Drama,99
u06800,Suspenso,94
u05781,Suspenso,90
u02366,Comedia,65
u03733,Accion,88
u00489,Terror,86
u01980,Comedia,31
u02172,Drama,181
u08898,Accion,82
u04555,Drama,147
u07701,Comedia,19
u08097,Terror,105
u07921,Drama,213
u05777,Comedia,8
u07460,Romance,89
u05262,Drama,120
u04773,Accion,62
u09604,Drama,141
u02694,Accion,103
u08370,Documental,34
u07718,Terror,91
u09551,Accion,112
u04632,Drama,164
u01696,Romance,118
u03294,Suspenso,119
u01638,Comedia,48
u02906,Terror,76
u04697,Terror,82
u03486,Drama,95
u07347,Romance,100
u06122,Accion,107
u08073,Terror,84
u04919,Drama,123
u07455,Documental,153
u07407,Terror,85
u01090,Comedia,56
u06860,Accion,96
u03925,Drama,165
u06111,Romance,92
u01828,Comedia,80
u09812,Drama,168
u07020,Suspenso,81
u05037,Suspenso,101
u05422,Terror,105
u00786,Comedia,5
u06854,Accion,142
u03937,Drama,172
u03059,Drama,129
u05666,Comedia,82
u03663,Drama,159
u06728,Accion,88
u04851,Romance,88
u05771,Comedia,60
u07854,Accion,90
u08209,Accion,74
u06174,Drama,115
u08107,Terror,78
u01064,Accion,128
u00916,Terror,62
u01692,Accion,128
u08476,Terror,87
u06203,Terror,111
u03006,Suspenso,100
u05104,Terror,122
u03402,Accion,132
u01750,Suspenso,102
u07431,Drama,64
u01378,Accion,191
u07852,Romance,76
u02367,Suspenso,123
u04817,Comedia,71
u01069,Drama,102
u08008,Terror,104
u02410,Suspenso,106
u06906,Comedia,64
u05581,Terror,80
u04103,Terror,92
u05379,Comedia,30
u06232,Comedia,23
u04638,Comedia,35
u05480,Comedia,79
u05077,Drama,99
u00369,Accion,98
u05127,Documental,52
u04775,Comedia,69
u02434,Drama,102
u04779,Comedia,47
u00396,Romance,81
u00540,Documental,21
u02668,Documental,28
u01171,Comedia,65
u01308,Drama,38
u06732,Suspenso,75
u03676,Accion,151
u01531,Comedia,24
u01498,Comedia,33
u03814,Drama,133
u02758,Suspenso,85
u04672,Drama,139
u09077,Accion,152
u05001,Accion,120
u08695,Accion,124
u01994,Accion,132
u08417,Accion,77
u00522,Suspenso,152
u02976,Suspenso,34
u07494,Drama,120
u09683,Terror,113
u07615,Documental,75
u05865,Drama,87
u04843,Drama,63
u01157,Suspenso,65
u07793,Drama,149
u00654,Accion,122
u02609,Comedia,69
u04875,Terror,119
u08351,Terror,112
u07106,Documental,73
u00138,Terror,79
u00533,Accion,111
u03374,Romance,114
u06879,Accion,90
u08907,Drama,142
u03146,Accion,115
u06676,Accion,88
u02325,Drama,47
u08613,Accion,171
u06030,Comedia,106
u04165,Accion,92
u01176,Comedia,39
u00720,Accion,183
u09879,Comedia,66
u03572,Accion,108
u05840,Accion,85
u00180,Suspenso,155
u07667,Documental,28
u01773,Comedia,9
u00008,Accion,96
u06246,Terror,104
u05777,Suspenso,168
u04101,Comedia,18
u02888,Comedia,28
u07547,Comedia,25
u06750,Documental,70
u07897,Suspenso,123
u03756,Comedia,26
u00973,Terror,105
u05956,Drama,193
u06794,Drama,50
u05276,Terror,110
u07468,Suspenso,136
u04607,Romance,87
u02327,Comedia,70
u07005,Drama,132
u03439,Terror,116
u05653,Drama,151
u07042,Suspenso,122
u05003,Accion,152
u05750,Terror,84
u01874,Accion,135
u00397,Comedia,20
u02349,Suspenso,122
u05960,Suspenso,84
u03466,Comedia,41
u04699,Accion,106
u06737,Comedia,55
u04312,Comedia,59
u07957,Accion,113
u00001,Accion,97
u07312,Comedia,49
u05370,Comedia,52
u01195,Terror,63
u01100,Drama,127
u03552,Drama,107
u00762,Suspenso,62
u07618,Romance,90
u08288,Comedia,32
u09766,Suspenso,86
u05467,Suspenso,116
u06127,Accion,109
u08459,Accion,114
u01122,Romance,75
u02605,Documental,72
u06810,Drama,108
u03206,Comedia,36
u04651,Terror,85
u09310,Accion,76
u07904,Terror,79
u05137,Accion,155
u09845,Accion,100
u05261,Romance,73
u02096,Drama,97
u02843,Drama,169
u06714,Drama,101
u02301,Documental,20
u01727,Accion,96
u00513,Accion,139
u06891,Terror,65
u00796,Suspenso,133
u04960,Romance,60
u09819,Suspenso,49
u03282,Drama,108
u07910,Terror,77
u05885,Drama,94
u09257,Drama,166
u08554,Accion,57
u02999,Drama,92
u00752,Comedia,14
u01337,Drama,71
u09494,Accion,126
u04418,Drama,69
u01961,Terror,101
u04651,Accion,90
u03106,Accion,82
u00002,Comedia,30
u00750,Comedia,88
u07739,Drama,99
u02849,Accion,138
u07620,Comedia,56
u03602,Romance,116
u09226,Comedia,13
u08626,Accion,127
u00618,Suspenso,142
u05342,Comedia,26
u08982,Drama,173
u03623,Suspenso,92
u04417,Drama,122
u08990,Suspenso,107
u09971,Drama,105
u02927,Suspenso,118
u05240,Comedia,38
u05663,Documental,81
u05863,Drama,111
u00652,Terror,85
u09489,Accion,184
u00472,Comedia,11
u08028,Comedia,44
u04852,Suspenso,87
u01319,Terror,93
u04975,Drama,153
u09176,Suspenso,119
u04744,Suspenso,93
u02651,Drama,106
u03610,Romance,124
u09804,Suspenso,113
u07993,Accion,152
u00207,Comedia,27
u04885,Accion,96
u03237,Comedia,54
u00124,Comedia,45
u06021,Suspenso,37
u04369,Suspenso,96
u08666,Comedia,60
u00354,Drama,113
u02145,Suspenso,103
u08729,Drama,84
u01085,Romance,73
u01118,Suspenso,114
u00962,Comedia,25
u00758,Romance,61
u07821,Suspenso,111
u01789,Romance,96
u01320,Accion,147
u00682,Terror,60
u09044,Romance,54
u06091,Accion,124
u00750,Accion,182
u08089,Accion,113
u09055,Comedia,34
u02347,Suspenso,78
u00708,Comedia,5
u03968,Accion,81
u02716,Accion,162
u09112,Comedia,58
u09533,Suspenso,81
u07036,Accion,174
u07813,Terror,103
u08033,Suspenso,126
u09867,Drama,128
u08456,Drama,79
u00480,Drama,152
u06665,Terror,90
u07211,Drama,70
u01120,Romance,160
u09610,Suspenso,105
u04620,Terror,80
u08594,Comedia,69
u01495,Drama,136
u02700,Accion,102
u03851,Comedia,6
u03938,Drama,135
u06427,Comedia,10
u04629,Accion,171
u08138,Comedia,58
u06906,Romance,127
u03149,Drama,118
u07913,Accion,89
u08902,Suspenso,91
u05788,Romance,91
u01940,Drama,51
u09172,Comedia,54
u08617,Comedia,23
u05124,Accion,187
u04180,Accion,146
u00792,Accion,90
u04753,Drama,99
u04153,Accion,115
u01636,Documental,43
u09161,Terror,44
u04497,Comedia,35
u00952,Comedia,37
u06080,Documental,85
u00522,Comedia,82
u06066,Accion,170
u01975,Comedia,67
u06414,Accion,83
u01883,Drama,71
u05462,Comedia,67
u06284,Comedia,53
u05098,Comedia,82
u06408,Documental,63
u04545,Comedia,16
u07395,Romance,141
u03132,Drama,139
u05175,Drama,121
u04096,Accion,116
u08714,Documental,76
u04322,Drama,115
u06260,Suspenso,98
u05460,Terror,114
u05227,Drama,105
u05639,Terror,40
u06677,Accion,137
u07932,Accion,111
u06475,Comedia,72
u04652,Accion,86
u08415,Suspenso,104
u05330,Comedia,47
u09942,Terror,95
u07973,Romance,68
u02476,Accion,152
u03137,Terror,95
u09074,Accion,100
u06662,Suspenso,113
u02342,Documental,146
u00221,Accion,99
u06571,Accion,153
u02361,Drama,57
u05835,Romance,108
u05584,Comedia,32
u03649,Comedia,34
u00252,Drama,166
u06839,Terror,102
u05232,Drama,126
u01788,Accion,138
u00280,Romance,74
u04390,Drama,64
u05635,Romance,97
u06312,Comedia,21
u02102,Accion,129
u03650,Comedia,73
u09843,Drama,169
u06870,Accion,86
u05742,Comedia,58
u00024,Accion,159
u07262,Romance,136
u08448,Romance,102
u09430,Comedia,11
u03943,Romance,103
u01064,Accion,141
u08987,Accion,93
u09679,Comedia,5
u02484,Accion,95
u07717,Accion,197
u05110,Terror,113
u01235,Suspenso,71
u07627,Drama,177
u02292,Terror,109
u08954,Comedia,64
u04239,Terror,123
u01785,Terror,97
u08512,Romance,94
u03993,Accion,115
u04529,Suspenso,71
u03651,Accion,146
u07403,Comedia,42
u02780,Accion,73
u03616,Romance,86
u06347,Documental,84
u01997,Romance,114
u09489,Accion,141
u08036,Comedia,25
u06110,Comedia,41
u00110,Documental,39
u00412,Suspenso,96
u00071,Drama,169
u03728,Comedia,58
u00718,Documental,47
u05477,Terror,79
u06814,Drama,101
u00719,Drama,136
u07737,Accion,130
u07736,Comedia,56
u08319,Accion,90
u08618,Terror,90
u07243,Suspenso,115
u02326,Romance,115
u02436,Documental,5
u02819,Accion,92
u00536,Drama,240
u06452,Terror,101
u07747,Drama,156
u05173,Documental,108
u09337,Accion,108
u09914,Drama,112
u03491,Comedia,31
u03871,Terror,71
u01780,Comedia,11
u03148,Terror,108
u00906,Drama,155
u02132,Accion,81
u06948,Accion,62
u08499,Drama,183
u03517,Terror,104
u04433,Accion,126
u05992,Comedia,47
u08709,Accion,126
u00101,Accion,43
u06061,Comedia,69
u02148,Accion,92
u02221,Comedia,74
u00028,Drama,128
u04853,Terror,114
u03337,Accion,121
u02363,Comedia,75
u04134,Comedia,52
u03677,Suspenso,106
u02376,Comedia,56
u00048,Comedia,65
u07059,Accion,113
u08198,Suspenso,122
u05534,Suspenso,87
u08962,Documental,67
u07603,Suspenso,153
u01363,Terror,108
u03341,Drama,133
u00817,Terror,93
u00008,Drama,138
u04873,Terror,75
u02533,Terror,123
u02760,Comedia,40
u00329,Comedia,36
u04876,Drama,123
u02386,Suspenso,116
u03981,Comedia,59
u02467,Comedia,31
u05330,Suspenso,159
u01195,Comedia,48
u00101,Romance,84
u02462,Drama,147
u06716,Comedia,35
u00323,Comedia,46
u07833,Drama,88
u03650,Comedia,48
u04847,Terror,62
u05756,Documental,5
u00607,Suspenso,56
u08709,Accion,67
u09301,Comedia,20
u04336,Drama,111
u00839,Suspenso,68
u01122,Comedia,34
u03966,Comedia,47
u03342,Terror,101
u01337,Terror,160
u01260,Accion,72
u07193,Accion,59
u00645,Drama,126
u00597,Suspenso,83
u06390,Comedia,5
u02811,Drama,18
u04537,Comedia,42
u06770,Accion,49
u00468,Comedia,15
u09157,Drama,135
u09830,Suspenso,90
u02787,Comedia,50
u08419,Drama,131
u02809,Romance,83
u09497,Drama,150
u05790,Romance,92
u08706,Drama,105
u00212,Drama,124
u00770,Terror,96
u07532,Terror,100
u08623,Drama,40
u03259,Drama,103
u00260,Terror,83
u01755,Accion,99
u00046,Comedia,44
u00877,Romance,79
u08155,Accion,74
u02918,Drama,135
u01956,Accion,47
u09793,Suspenso,96
u02275,Drama,120
u07736,Drama,81
u01740,Terror,103
u05667,Terror,100
u03191,Accion,150
u00334,Documental,140
u01531,Romance,91
u00556,Accion,150
u08923,Comedia,42
u04824,Comedia,33
u04034,Suspenso,110
u01164,Comedia,7
u06029,Terror,95
u09492,Drama,138
u02021,Drama,88
u07686,Drama,67
u06024,Accion,97
u07445,Accion,86
u03687,Comedia,74
u01941,Drama,158
u04397,Drama,114
u03072,Accion,40
u07017,Terror,84
u03500,Accion,91
u09403,Documental,37
u04254,Suspenso,99
u07818,Romance,93
u09547,Comedia,50
u06026,Romance,82
u07577,Documental,45
u06608,Comedia,52
u07754,Suspenso,101
u07023,Terror,105
u04110,Accion,115
u03268,Comedia,40
u07073,Terror,82
u09428,Accion,119
u05255,Comedia,59
u04204,Comedia,43
u05891,Comedia,52
u04727,Accion,102
u06298,Comedia,5
u04443,Accion,125
u01049,Romance,91
u01960,Suspenso,84
u09771,Drama,134
u03699,Accion,77
u08542,Romance,85
u05676,Comedia,46
u07892,Terror,64
u01479,Accion,122
u01821,Drama,115
u09434,Comedia,19
u03931,Drama,149
u05366,Accion,100
u09068,Suspenso,112
u06604,Terror,127
u09734,Comedia,71
u05787,Comedia,52
u03702,Accion,126
u09012,Comedia,47
u03910,Accion,161
u08401,Suspenso,82
u01885,Comedia,36
u04503,Drama,84
u02129,Drama,120
u07498,Drama,91
u08299,Drama,70
u04030,Suspenso,132
u01426,Comedia,24
u04606,Accion,117
u09310,Drama,152
u02130,Accion,98
u04057,Terror,108
u00241,Accion,157
u08357,Comedia,56
u01497,Comedia,9
u00304,Suspenso,94
u04775,Terror,107
u00912,Suspenso,84
u05094,Documental,103
u06048,Drama,54
u02762,Accion,149
u00606,Drama,64
u01039,Suspenso,96
u00407,Comedia,85
u01072,Drama,136
u07831,Accion,81
u04210,Accion,89
u06599,Drama,124
u04622,Romance,76
u06089,Accion,69
u04444,Terror,75
u01453,Suspenso,149
u02454,Accion,98
u05500,Accion,117
u05181,Suspenso,83
u06674,Accion,157
u02988,Comedia,63
u02790,Drama,136
u00201,Comedia,23
u07826,Accion,99
u06201,Romance,84
u08975,Comedia,5
u02761,Accion,138
u05226,Documental,59
u04922,Romance,87
u03714,Comedia,65
u05653,Accion,84
u09131,Comedia,89
u03117,Accion,123
u03618,Comedia,17
u05191,Drama,115
u08956,Accion,98
u02895,Documental,103
u09447,Drama,109
u04620,Drama,183
u07291,Comedia,5
u09991,Drama,66
u05189,Comedia,46
u04967,Suspenso,58
u09462,Accion,138
u07541,Accion,125
u04194,Accion,167
u05442,Accion,106
u08905,Comedia,5
u08866,Comedia,61
u04605,Comedia,5
u09134,Comedia,48
u00943,Accion,124
u04472,Accion,168
u03744,Terror,113
u06284,Accion,89
u03837,Drama,187
u02429,Suspenso,68
u09382,Comedia,52
u03625,Drama,99
u09445,Drama,72
u07392,Accion,115
u07928,Accion,77
u01910,Accion,97
u02675,Accion,100
u03325,Terror,84
u05834,Comedia,49
u02603,Comedia,74
u05798,Suspenso,143
u00155,Romance,126
u02675,Drama,23
u04504,Suspenso,108
u01528,Romance,51
u00626,Comedia,46
u00686,Accion,138
u09658,Terror,59
u05210,Comedia,60
u00870,Accion,127
u03078,Comedia,23
u00905,Drama,83
u02023,Comedia,27
u01243,Comedia,55
u02712,Suspenso,74
u01295,Drama,98
u05938,Suspenso,90
u09056,Comedia,68
u01557,Comedia,68
u02303,Suspenso,136
u00737,Romance,108
u00779,Terror,76
u05526,Comedia,40
u05834,Romance,117
u07526,Terror,93
u09607,Drama,161
u04785,Drama,239
u08036,Drama,143
u04737,Accion,187
u08001,Drama,125
u06591,Comedia,33
u06795,Comedia,81
u04733,Drama,53
u00522,Comedia,17
u05698,Accion,105
u02848,Accion,130
u04112,Documental,57
u06395,Accion,178
u08423,Terror,71
u07421,Romance,107
u08120,Romance,124
u06750,Drama,137
u00519,Comedia,38
u08676,Comedia,74
u03852,Accion,100
u06856,Terror,80
u05005,Drama,100
u05545,Comedia,38
u09226,Documental,102
u08958,Accion,76
u03361,Drama,185
u06053,Drama,81
u06759,Accion,143
u00988,Comedia,35
u08208,Accion,72
u07496,Comedia,10
